Robot Gesture ID,Gesture Type,"Gesture Coordinates (x, y, z)",Timestamp,Gesture Duration (sec),Robot Status,Message ID,Sender,Receiver,Encryption Algorithm Used,Encryption Status,Network Latency (ms),Data Transfer Rate (Mbps),Threat Type,Threat Severity,Response Time (sec),Response Action Taken,Threat Detected
2,Suturing,"(0.33, 0.39, 0.57)",2025-02-14 16:32:27,1.38,Idle,47685,Robot,Operator,Two Fish,Failed,6,73,DoS Attack,High,1.15,Isolate Data,1
2,Incision,"(1.6, 0.24, 0.35)",2025-02-14 16:32:27,1.5,Active,19737,Robot,Operator,Two Fish,Encrypted,15,89,Man-in-the-Middle Attack,Low,4.66,Reset Encryption,1
8,Cleaning,"(1.61, 0.34, 0.57)",2025-02-14 16:32:27,2.42,Idle,31595,Robot,Operator,Two Fish,Encrypted,7,91,No Threat,High,0.0,None,0
10,Suturing,"(0.65, 1.28, 1.44)",2025-02-14 16:32:27,1.19,Active,60678,Robot,Operator,Two Fish,Encrypted,13,88,No Threat,Low,0.0,None,0
3,Diagnosis,"(1.97, 0.24, 1.19)",2025-02-14 16:32:27,1.45,Active,56585,Operator,Robot,Two Fish,Failed,14,58,No Threat,Low,0.0,None,0
5,Incision,"(1.78, 1.19, 0.62)",2025-02-14 16:32:27,1.63,Idle,32942,Operator,Robot,Two Fish,Encrypted,16,67,Man-in-the-Middle Attack,High,3.57,Reset Encryption,1
5,Diagnosis,"(0.18, 0.91, 0.6)",2025-02-14 16:32:27,4.88,Active,60718,Robot,Operator,Two Fish,Encrypted,11,17,Data Breach,Medium,2.96,Isolate Data,1
7,Incision,"(1.65, 0.5, 0.45)",2025-02-14 16:32:27,3.96,Idle,38286,Operator,Robot,Two Fish,Encrypted,15,42,No Threat,High,0.0,None,0
2,Navigation,"(1.36, 1.63, 0.05)",2025-02-14 16:32:27,4.17,Idle,78212,Robot,Operator,Two Fish,Encrypted,13,84,Data Breach,Low,2.38,Isolate Data,1
9,Navigation,"(1.11, 0.34, 1.26)",2025-02-14 16:32:27,2.27,Idle,62159,Robot,Operator,Two Fish,Encrypted,14,93,No Threat,Low,0.0,None,0
6,Diagnosis,"(1.74, 1.9, 0.66)",2025-02-14 16:32:27,1.68,Idle,42861,Robot,Operator,Two Fish,Failed,13,100,No Threat,Medium,0.0,None,0
4,Incision,"(0.57, 1.4, 1.34)",2025-02-14 16:32:27,3.23,Active,80760,Operator,Robot,Two Fish,Failed,17,21,Man-in-the-Middle Attack,Medium,1.26,Isolate Data,1
9,Incision,"(0.04, 1.86, 0.34)",2025-02-14 16:32:27,2.7,Active,68091,Robot,Operator,Two Fish,Failed,8,19,Data Breach,Medium,4.8,Reconnect Connection,1
7,Incision,"(1.14, 0.93, 0.75)",2025-02-14 16:32:27,2.33,Active,53622,Robot,Operator,Two Fish,Failed,19,15,DoS Attack,Medium,4.23,Reconnect Connection,1
10,Cleaning,"(0.56, 1.79, 1.29)",2025-02-14 16:32:27,4.91,Active,10059,Robot,Operator,Two Fish,Failed,19,46,DoS Attack,Medium,2.23,Isolate Data,1
5,Navigation,"(1.75, 1.94, 1.71)",2025-02-14 16:32:27,2.99,Idle,55748,Robot,Operator,Two Fish,Failed,12,12,Man-in-the-Middle Attack,High,2.27,Reconnect Connection,1
4,Diagnosis,"(1.91, 1.45, 1.62)",2025-02-14 16:32:27,1.74,Active,56876,Operator,Robot,Two Fish,Encrypted,12,60,No Threat,High,0.0,None,0
2,Suturing,"(0.27, 1.77, 0.25)",2025-02-14 16:32:27,3.93,Active,68539,Robot,Operator,Two Fish,Encrypted,14,79,DoS Attack,Medium,3.36,Reset Encryption,1
10,Diagnosis,"(1.26, 0.99, 1.36)",2025-02-14 16:32:27,3.97,Active,12359,Operator,Robot,Two Fish,Failed,14,32,No Threat,Low,0.0,None,0
10,Cleaning,"(0.78, 1.04, 1.26)",2025-02-14 16:32:27,3.71,Active,93222,Operator,Robot,Two Fish,Failed,20,14,Data Breach,High,1.04,Isolate Data,1
4,Navigation,"(1.9, 0.6, 1.81)",2025-02-14 16:32:27,4.67,Idle,57490,Operator,Robot,Two Fish,Encrypted,6,11,DoS Attack,Low,2.7,Isolate Data,1
10,Suturing,"(1.96, 1.93, 0.38)",2025-02-14 16:32:27,1.26,Active,19588,Robot,Operator,Two Fish,Failed,13,37,Man-in-the-Middle Attack,Medium,3.07,Reset Encryption,1
5,Incision,"(0.87, 1.5, 0.83)",2025-02-14 16:32:27,3.49,Idle,56374,Operator,Robot,Two Fish,Failed,6,36,No Threat,Low,0.0,None,0
3,Diagnosis,"(1.21, 0.23, 0.15)",2025-02-14 16:32:27,3.54,Idle,79496,Operator,Robot,Two Fish,Encrypted,14,10,Data Breach,High,2.95,Isolate Data,1
3,Cleaning,"(1.09, 1.13, 1.59)",2025-02-14 16:32:27,1.71,Idle,56488,Robot,Operator,Two Fish,Failed,15,41,Data Breach,Medium,3.4,Isolate Data,1
4,Diagnosis,"(1.54, 0.61, 0.58)",2025-02-14 16:32:27,1.93,Active,55360,Operator,Robot,Two Fish,Encrypted,6,64,Man-in-the-Middle Attack,High,4.85,Reconnect Connection,1
6,Navigation,"(0.08, 0.77, 0.39)",2025-02-14 16:32:27,1.51,Active,78252,Operator,Robot,Two Fish,Failed,12,71,Data Breach,Medium,3.47,Reset Encryption,1
1,Incision,"(1.27, 0.21, 1.87)",2025-02-14 16:32:27,2.19,Idle,50000,Operator,Robot,Two Fish,Failed,7,95,DoS Attack,High,4.58,Reconnect Connection,1
7,Navigation,"(1.1, 0.8, 1.36)",2025-02-14 16:32:27,4.38,Active,71176,Operator,Robot,Two Fish,Encrypted,15,89,Data Breach,High,2.4,Reconnect Connection,1
2,Suturing,"(1.16, 0.77, 0.44)",2025-02-14 16:32:27,1.29,Idle,96674,Operator,Robot,Two Fish,Failed,15,74,Man-in-the-Middle Attack,Medium,2.35,Reconnect Connection,1
2,Suturing,"(0.62, 0.24, 0.98)",2025-02-14 16:32:27,1.41,Active,90831,Robot,Operator,Two Fish,Failed,10,69,Data Breach,High,4.82,Isolate Data,1
5,Navigation,"(1.11, 1.05, 0.03)",2025-02-14 16:32:27,1.69,Active,62682,Robot,Operator,Two Fish,Failed,13,55,Man-in-the-Middle Attack,High,2.85,Reset Encryption,1
2,Cleaning,"(1.08, 1.88, 0.78)",2025-02-14 16:32:27,2.98,Idle,26197,Robot,Operator,Two Fish,Encrypted,10,51,DoS Attack,High,1.2,Reset Encryption,1
7,Navigation,"(1.83, 0.81, 1.13)",2025-02-14 16:32:27,4.8,Idle,94519,Robot,Operator,Two Fish,Failed,6,75,No Threat,High,0.0,None,0
2,Incision,"(0.44, 1.74, 1.42)",2025-02-14 16:32:27,3.15,Active,74123,Robot,Operator,Two Fish,Failed,19,51,Man-in-the-Middle Attack,Low,4.11,Isolate Data,1
2,Suturing,"(1.56, 1.75, 0.47)",2025-02-14 16:32:27,1.09,Idle,18673,Operator,Robot,Two Fish,Failed,8,58,Man-in-the-Middle Attack,Medium,4.25,Reset Encryption,1
4,Navigation,"(0.21, 1.48, 0.58)",2025-02-14 16:32:27,1.65,Idle,36834,Operator,Robot,Two Fish,Encrypted,15,82,No Threat,High,0.0,None,0
9,Incision,"(0.0, 1.78, 1.97)",2025-02-14 16:32:27,3.3,Idle,31589,Robot,Operator,Two Fish,Failed,13,61,No Threat,High,0.0,None,0
5,Cleaning,"(2.0, 1.24, 1.94)",2025-02-14 16:32:27,1.42,Active,87589,Operator,Robot,Two Fish,Failed,15,60,No Threat,Medium,0.0,None,0
7,Suturing,"(0.26, 0.9, 1.41)",2025-02-14 16:32:27,1.45,Active,41174,Operator,Robot,Two Fish,Failed,16,82,Man-in-the-Middle Attack,High,1.06,Reconnect Connection,1
3,Diagnosis,"(1.51, 0.32, 0.69)",2025-02-14 16:32:27,1.05,Idle,67727,Robot,Operator,Two Fish,Failed,16,34,Man-in-the-Middle Attack,Medium,2.2,Reconnect Connection,1
3,Cleaning,"(0.8, 1.71, 0.8)",2025-02-14 16:32:27,1.48,Idle,76051,Robot,Operator,Two Fish,Failed,16,39,Man-in-the-Middle Attack,Medium,4.73,Isolate Data,1
4,Incision,"(0.77, 0.52, 1.02)",2025-02-14 16:32:27,1.37,Idle,58417,Robot,Operator,Two Fish,Encrypted,18,88,DoS Attack,Medium,3.51,Reset Encryption,1
8,Navigation,"(0.14, 1.65, 0.72)",2025-02-14 16:32:27,4.82,Active,23316,Robot,Operator,Two Fish,Encrypted,12,71,No Threat,High,0.0,None,0
7,Diagnosis,"(1.73, 1.13, 0.86)",2025-02-14 16:32:27,3.27,Active,50606,Robot,Operator,Two Fish,Failed,5,63,Man-in-the-Middle Attack,Low,2.78,Reconnect Connection,1
9,Incision,"(1.25, 1.1, 0.27)",2025-02-14 16:32:27,2.63,Active,88175,Operator,Robot,Two Fish,Encrypted,15,46,Data Breach,High,4.83,Reset Encryption,1
1,Diagnosis,"(0.32, 0.09, 2.0)",2025-02-14 16:32:27,1.81,Active,90100,Operator,Robot,Two Fish,Failed,19,35,Data Breach,High,2.83,Isolate Data,1
1,Incision,"(1.64, 0.28, 0.97)",2025-02-14 16:32:27,1.12,Idle,99175,Operator,Robot,Two Fish,Failed,7,79,Data Breach,Medium,2.07,Reset Encryption,1
7,Suturing,"(1.12, 1.1, 0.31)",2025-02-14 16:32:27,4.04,Active,93747,Robot,Operator,Two Fish,Encrypted,12,50,DoS Attack,Medium,2.96,Reset Encryption,1
2,Incision,"(1.95, 0.35, 0.78)",2025-02-14 16:32:27,3.49,Active,59599,Operator,Robot,Two Fish,Encrypted,9,39,No Threat,High,0.0,None,0
6,Incision,"(0.07, 0.9, 0.21)",2025-02-14 16:32:27,1.82,Idle,72273,Operator,Robot,Two Fish,Encrypted,19,52,Data Breach,Medium,1.9,Reset Encryption,1
2,Cleaning,"(1.22, 0.35, 1.6)",2025-02-14 16:32:27,2.48,Active,75708,Operator,Robot,Two Fish,Failed,9,64,DoS Attack,High,3.66,Reconnect Connection,1
2,Suturing,"(1.91, 1.35, 1.74)",2025-02-14 16:32:27,2.65,Active,73894,Operator,Robot,Two Fish,Encrypted,18,34,Data Breach,High,4.48,Isolate Data,1
5,Incision,"(0.16, 0.19, 0.37)",2025-02-14 16:32:27,2.51,Idle,43283,Operator,Robot,Two Fish,Failed,19,64,No Threat,Low,0.0,None,0
4,Incision,"(0.66, 1.06, 0.0)",2025-02-14 16:32:27,1.59,Idle,62848,Operator,Robot,Two Fish,Failed,10,11,Data Breach,High,1.93,Reconnect Connection,1
2,Navigation,"(1.44, 1.4, 0.91)",2025-02-14 16:32:27,3.27,Idle,50426,Operator,Robot,Two Fish,Failed,13,46,Man-in-the-Middle Attack,Low,2.1,Isolate Data,1
8,Diagnosis,"(0.86, 0.44, 1.76)",2025-02-14 16:32:27,2.6,Idle,40264,Operator,Robot,Two Fish,Failed,7,59,No Threat,Medium,0.0,None,0
3,Incision,"(1.96, 1.54, 1.82)",2025-02-14 16:32:27,4.16,Active,96408,Robot,Operator,Two Fish,Encrypted,7,38,DoS Attack,High,2.76,Isolate Data,1
8,Incision,"(1.25, 1.06, 0.01)",2025-02-14 16:32:27,1.98,Idle,70489,Operator,Robot,Two Fish,Failed,9,69,DoS Attack,Medium,2.97,Reconnect Connection,1
6,Navigation,"(0.01, 1.03, 1.17)",2025-02-14 16:32:27,3.03,Idle,65793,Robot,Operator,Two Fish,Encrypted,16,12,Data Breach,Low,3.54,Reconnect Connection,1
9,Navigation,"(2.0, 1.54, 0.19)",2025-02-14 16:32:27,4.72,Active,36524,Robot,Operator,Two Fish,Failed,18,26,Man-in-the-Middle Attack,High,2.83,Reconnect Connection,1
8,Incision,"(0.92, 1.35, 0.88)",2025-02-14 16:32:27,1.96,Idle,26662,Operator,Robot,Two Fish,Encrypted,16,38,Data Breach,Medium,3.76,Reconnect Connection,1
6,Suturing,"(0.7, 1.72, 1.19)",2025-02-14 16:32:27,2.75,Active,87418,Robot,Operator,Two Fish,Failed,6,28,Man-in-the-Middle Attack,High,1.84,Reconnect Connection,1
8,Incision,"(0.76, 0.72, 0.59)",2025-02-14 16:32:27,2.51,Idle,56824,Robot,Operator,Two Fish,Failed,12,36,DoS Attack,Low,4.39,Isolate Data,1
2,Navigation,"(1.27, 1.63, 0.85)",2025-02-14 16:32:27,4.04,Idle,22738,Operator,Robot,Two Fish,Encrypted,6,72,DoS Attack,Medium,1.25,Isolate Data,1
3,Navigation,"(1.42, 0.9, 1.85)",2025-02-14 16:32:27,4.66,Active,60734,Robot,Operator,Two Fish,Failed,19,34,Man-in-the-Middle Attack,Medium,4.75,Isolate Data,1
4,Incision,"(0.3, 1.99, 0.42)",2025-02-14 16:32:27,5.0,Idle,95840,Operator,Robot,Two Fish,Failed,7,61,No Threat,High,0.0,None,0
7,Suturing,"(1.86, 0.85, 0.15)",2025-02-14 16:32:27,3.62,Active,11559,Robot,Operator,Two Fish,Encrypted,9,40,Data Breach,Medium,3.29,Isolate Data,1
9,Navigation,"(1.54, 1.12, 1.86)",2025-02-14 16:32:27,4.85,Active,66205,Robot,Operator,Two Fish,Failed,5,97,No Threat,High,0.0,None,0
9,Suturing,"(1.69, 0.59, 0.15)",2025-02-14 16:32:27,2.64,Idle,11344,Operator,Robot,Two Fish,Failed,12,81,Man-in-the-Middle Attack,Medium,2.94,Isolate Data,1
5,Suturing,"(0.78, 0.21, 1.25)",2025-02-14 16:32:27,2.88,Idle,61622,Robot,Operator,Two Fish,Failed,15,48,DoS Attack,Medium,3.57,Reset Encryption,1
10,Diagnosis,"(1.66, 0.07, 1.6)",2025-02-14 16:32:27,1.18,Idle,39112,Robot,Operator,Two Fish,Encrypted,18,48,Man-in-the-Middle Attack,Low,4.33,Reconnect Connection,1
1,Suturing,"(1.78, 0.05, 1.33)",2025-02-14 16:32:27,3.87,Idle,32890,Robot,Operator,Two Fish,Encrypted,15,13,No Threat,High,0.0,None,0
5,Diagnosis,"(0.2, 1.59, 0.8)",2025-02-14 16:32:27,1.75,Active,19996,Operator,Robot,Two Fish,Encrypted,13,95,Data Breach,High,4.88,Reset Encryption,1
1,Diagnosis,"(0.25, 1.61, 0.39)",2025-02-14 16:32:27,2.52,Idle,82397,Robot,Operator,Two Fish,Encrypted,20,63,Man-in-the-Middle Attack,Medium,1.7,Reconnect Connection,1
9,Navigation,"(1.96, 0.47, 0.2)",2025-02-14 16:32:27,4.17,Active,22195,Robot,Operator,Two Fish,Encrypted,20,89,Man-in-the-Middle Attack,Low,3.81,Reset Encryption,1
7,Diagnosis,"(1.36, 1.6, 0.18)",2025-02-14 16:32:27,1.69,Active,17985,Operator,Robot,Two Fish,Encrypted,11,14,Data Breach,High,3.76,Isolate Data,1
1,Incision,"(1.21, 2.0, 1.42)",2025-02-14 16:32:27,4.91,Idle,50005,Operator,Robot,Two Fish,Failed,16,14,No Threat,Low,0.0,None,0
1,Incision,"(0.31, 1.9, 1.31)",2025-02-14 16:32:27,2.35,Idle,74306,Robot,Operator,Two Fish,Encrypted,6,17,Man-in-the-Middle Attack,Medium,2.48,Reset Encryption,1
3,Diagnosis,"(1.49, 1.59, 1.18)",2025-02-14 16:32:27,3.38,Active,60563,Operator,Robot,Two Fish,Encrypted,8,73,No Threat,Low,0.0,None,0
4,Incision,"(1.53, 0.79, 0.42)",2025-02-14 16:32:27,2.91,Idle,86598,Robot,Operator,Two Fish,Encrypted,10,91,DoS Attack,High,4.04,Reset Encryption,1
2,Diagnosis,"(0.3, 1.03, 1.19)",2025-02-14 16:32:27,2.52,Idle,39755,Robot,Operator,Two Fish,Encrypted,12,65,No Threat,Low,0.0,None,0
4,Suturing,"(1.04, 1.28, 0.38)",2025-02-14 16:32:27,4.93,Active,36938,Operator,Robot,Two Fish,Encrypted,7,45,No Threat,Medium,0.0,None,0
5,Cleaning,"(1.86, 0.08, 1.35)",2025-02-14 16:32:27,3.12,Idle,25495,Robot,Operator,Two Fish,Failed,12,55,Data Breach,High,1.46,Reconnect Connection,1
8,Suturing,"(0.88, 1.23, 1.15)",2025-02-14 16:32:27,1.25,Idle,70717,Robot,Operator,Two Fish,Encrypted,5,42,DoS Attack,Medium,3.25,Isolate Data,1
5,Navigation,"(1.91, 1.92, 1.91)",2025-02-14 16:32:27,1.71,Active,42900,Operator,Robot,Two Fish,Failed,19,18,DoS Attack,Low,4.38,Isolate Data,1
7,Cleaning,"(1.11, 1.93, 1.91)",2025-02-14 16:32:27,1.23,Idle,56400,Robot,Operator,Two Fish,Failed,11,92,Man-in-the-Middle Attack,Low,3.08,Reset Encryption,1
6,Suturing,"(0.01, 1.2, 0.64)",2025-02-14 16:32:27,3.54,Idle,81265,Robot,Operator,Two Fish,Failed,5,49,DoS Attack,Low,2.15,Isolate Data,1
8,Suturing,"(0.84, 0.82, 1.55)",2025-02-14 16:32:27,2.41,Idle,86272,Robot,Operator,Two Fish,Failed,5,87,Data Breach,Low,2.63,Isolate Data,1
6,Navigation,"(1.06, 1.39, 1.53)",2025-02-14 16:32:27,3.76,Active,25598,Operator,Robot,Two Fish,Failed,7,55,Man-in-the-Middle Attack,Low,2.91,Reset Encryption,1
3,Navigation,"(0.96, 1.49, 1.91)",2025-02-14 16:32:27,4.22,Idle,56815,Operator,Robot,Two Fish,Failed,17,95,DoS Attack,Medium,2.14,Reset Encryption,1
4,Navigation,"(0.82, 1.09, 1.76)",2025-02-14 16:32:27,4.07,Active,54075,Operator,Robot,Two Fish,Encrypted,20,66,Man-in-the-Middle Attack,Medium,1.5,Isolate Data,1
5,Incision,"(1.34, 1.3, 1.43)",2025-02-14 16:32:27,2.56,Active,86142,Robot,Operator,Two Fish,Failed,17,64,No Threat,Low,0.0,None,0
4,Suturing,"(1.11, 1.78, 1.82)",2025-02-14 16:32:27,3.89,Idle,46763,Robot,Operator,Two Fish,Failed,20,49,No Threat,Low,0.0,None,0
5,Navigation,"(1.06, 1.52, 0.8)",2025-02-14 16:32:27,4.61,Active,36068,Operator,Robot,Two Fish,Encrypted,12,77,Data Breach,Medium,2.25,Isolate Data,1
1,Incision,"(1.2, 0.05, 1.67)",2025-02-14 16:32:27,2.37,Active,77802,Operator,Robot,Two Fish,Failed,14,81,No Threat,Medium,0.0,None,0
6,Incision,"(1.21, 1.31, 1.14)",2025-02-14 16:32:27,4.91,Idle,58418,Operator,Robot,Two Fish,Encrypted,6,43,No Threat,Medium,0.0,None,0
1,Diagnosis,"(0.45, 1.03, 1.93)",2025-02-14 16:32:27,3.12,Idle,30082,Operator,Robot,Two Fish,Failed,16,95,DoS Attack,Low,1.2,Reconnect Connection,1
5,Diagnosis,"(1.04, 1.24, 0.74)",2025-02-14 16:32:27,2.4,Active,34478,Operator,Robot,Two Fish,Encrypted,20,37,No Threat,Medium,0.0,None,0
2,Suturing,"(0.47, 0.25, 0.19)",2025-02-14 16:32:27,4.03,Idle,98294,Robot,Operator,Two Fish,Encrypted,12,54,DoS Attack,Low,3.38,Reset Encryption,1
3,Incision,"(0.19, 0.64, 1.1)",2025-02-14 16:32:27,4.52,Idle,47761,Operator,Robot,Two Fish,Encrypted,11,43,Man-in-the-Middle Attack,Low,4.7,Isolate Data,1
1,Suturing,"(1.38, 1.86, 0.84)",2025-02-14 16:32:27,3.63,Idle,56863,Operator,Robot,Two Fish,Failed,18,94,DoS Attack,High,4.19,Reconnect Connection,1
1,Incision,"(1.99, 1.46, 1.79)",2025-02-14 16:32:27,2.43,Active,80199,Operator,Robot,Two Fish,Encrypted,5,66,Data Breach,Low,1.1,Reconnect Connection,1
8,Suturing,"(0.96, 1.11, 1.79)",2025-02-14 16:32:27,4.62,Active,53245,Operator,Robot,Two Fish,Encrypted,7,15,DoS Attack,Low,1.34,Reconnect Connection,1
1,Navigation,"(1.56, 1.6, 0.57)",2025-02-14 16:32:27,1.37,Idle,42033,Operator,Robot,Two Fish,Encrypted,6,84,No Threat,High,0.0,None,0
10,Diagnosis,"(1.52, 0.98, 1.59)",2025-02-14 16:32:27,3.81,Idle,78014,Robot,Operator,Two Fish,Failed,15,57,Man-in-the-Middle Attack,High,3.11,Reset Encryption,1
9,Cleaning,"(0.78, 1.52, 0.52)",2025-02-14 16:32:27,4.85,Active,43389,Operator,Robot,Two Fish,Failed,17,32,No Threat,Medium,0.0,None,0
1,Incision,"(1.42, 0.18, 0.97)",2025-02-14 16:32:27,1.11,Idle,71451,Operator,Robot,Two Fish,Failed,7,52,Man-in-the-Middle Attack,Low,2.67,Reset Encryption,1
3,Suturing,"(1.28, 1.1, 1.13)",2025-02-14 16:32:27,3.41,Active,18879,Operator,Robot,Two Fish,Encrypted,12,15,Data Breach,High,4.57,Reconnect Connection,1
1,Suturing,"(0.82, 1.17, 0.82)",2025-02-14 16:32:27,2.71,Idle,23887,Robot,Operator,Two Fish,Failed,17,91,No Threat,Low,0.0,None,0
1,Diagnosis,"(0.89, 0.16, 1.19)",2025-02-14 16:32:27,3.99,Active,77870,Robot,Operator,Two Fish,Failed,15,29,Man-in-the-Middle Attack,Low,2.64,Reset Encryption,1
2,Navigation,"(0.45, 1.2, 0.7)",2025-02-14 16:32:27,3.06,Active,98935,Operator,Robot,Two Fish,Failed,20,52,No Threat,High,0.0,None,0
6,Cleaning,"(1.94, 0.14, 1.47)",2025-02-14 16:32:27,4.65,Idle,76198,Operator,Robot,Two Fish,Failed,20,15,Data Breach,High,2.91,Reconnect Connection,1
9,Cleaning,"(1.03, 0.51, 0.72)",2025-02-14 16:32:27,3.07,Idle,90403,Operator,Robot,Two Fish,Failed,8,67,DoS Attack,High,2.3,Reconnect Connection,1
5,Navigation,"(0.99, 0.06, 1.41)",2025-02-14 16:32:27,2.92,Idle,79694,Operator,Robot,Two Fish,Encrypted,11,74,Man-in-the-Middle Attack,High,2.61,Reset Encryption,1
7,Diagnosis,"(0.05, 1.29, 1.24)",2025-02-14 16:32:27,3.69,Idle,22818,Operator,Robot,Two Fish,Failed,11,27,DoS Attack,High,4.2,Reset Encryption,1
4,Incision,"(0.09, 1.98, 0.5)",2025-02-14 16:32:27,1.86,Active,64256,Operator,Robot,Two Fish,Failed,5,36,DoS Attack,High,4.97,Reconnect Connection,1
3,Incision,"(0.15, 0.78, 1.28)",2025-02-14 16:32:27,3.69,Active,94722,Operator,Robot,Two Fish,Encrypted,16,78,Man-in-the-Middle Attack,High,2.43,Reconnect Connection,1
8,Diagnosis,"(0.55, 0.28, 1.59)",2025-02-14 16:32:27,4.57,Idle,29221,Operator,Robot,Two Fish,Failed,11,88,DoS Attack,Medium,3.1,Reset Encryption,1
5,Cleaning,"(0.13, 0.93, 0.07)",2025-02-14 16:32:27,2.22,Active,71828,Robot,Operator,Two Fish,Encrypted,10,20,Data Breach,Low,2.14,Reset Encryption,1
3,Incision,"(0.25, 0.77, 0.29)",2025-02-14 16:32:27,1.81,Idle,18285,Operator,Robot,Two Fish,Encrypted,20,80,Man-in-the-Middle Attack,Low,3.29,Isolate Data,1
9,Cleaning,"(1.51, 0.14, 0.44)",2025-02-14 16:32:27,1.05,Active,91598,Operator,Robot,Two Fish,Encrypted,8,34,Man-in-the-Middle Attack,High,1.74,Reset Encryption,1
1,Suturing,"(1.61, 0.53, 0.56)",2025-02-14 16:32:27,2.62,Idle,40613,Robot,Operator,Two Fish,Failed,9,41,DoS Attack,Low,4.77,Isolate Data,1
1,Incision,"(0.77, 1.65, 1.1)",2025-02-14 16:32:27,4.72,Idle,52006,Robot,Operator,Two Fish,Encrypted,7,71,Data Breach,Low,2.06,Reconnect Connection,1
1,Navigation,"(1.34, 0.48, 1.75)",2025-02-14 16:32:27,1.77,Idle,16533,Operator,Robot,Two Fish,Failed,8,91,Man-in-the-Middle Attack,High,2.46,Reconnect Connection,1
10,Navigation,"(1.54, 1.91, 1.07)",2025-02-14 16:32:27,2.02,Idle,59899,Operator,Robot,Two Fish,Encrypted,11,23,Data Breach,Low,2.82,Reconnect Connection,1
5,Navigation,"(0.13, 0.17, 1.13)",2025-02-14 16:32:27,3.63,Idle,20871,Operator,Robot,Two Fish,Failed,7,96,DoS Attack,Medium,1.91,Reconnect Connection,1
3,Diagnosis,"(1.74, 0.54, 0.18)",2025-02-14 16:32:27,1.53,Idle,30237,Robot,Operator,Two Fish,Failed,6,55,No Threat,Medium,0.0,None,0
6,Suturing,"(1.76, 0.47, 0.19)",2025-02-14 16:32:27,1.37,Active,67024,Operator,Robot,Two Fish,Failed,11,89,Data Breach,Medium,2.1,Isolate Data,1
10,Suturing,"(0.59, 0.67, 0.78)",2025-02-14 16:32:27,3.05,Idle,28598,Robot,Operator,Two Fish,Failed,6,30,Man-in-the-Middle Attack,Low,3.7,Reconnect Connection,1
2,Suturing,"(1.56, 0.85, 1.17)",2025-02-14 16:32:27,2.08,Active,29735,Operator,Robot,Two Fish,Encrypted,19,47,Man-in-the-Middle Attack,Medium,4.74,Reconnect Connection,1
6,Suturing,"(1.6, 0.51, 1.86)",2025-02-14 16:32:27,4.8,Idle,34647,Operator,Robot,Two Fish,Encrypted,6,43,No Threat,High,0.0,None,0
7,Suturing,"(0.72, 1.86, 1.01)",2025-02-14 16:32:27,4.12,Active,96925,Operator,Robot,Two Fish,Encrypted,15,94,DoS Attack,Medium,4.49,Isolate Data,1
3,Suturing,"(0.39, 1.08, 0.43)",2025-02-14 16:32:27,3.5,Active,68369,Robot,Operator,Two Fish,Failed,16,95,No Threat,Medium,0.0,None,0
4,Navigation,"(0.91, 0.18, 0.55)",2025-02-14 16:32:27,1.43,Active,80534,Robot,Operator,Two Fish,Failed,11,92,No Threat,Medium,0.0,None,0
7,Diagnosis,"(0.69, 1.81, 0.2)",2025-02-14 16:32:27,4.47,Idle,82453,Robot,Operator,Two Fish,Encrypted,8,14,DoS Attack,Medium,2.34,Reconnect Connection,1
6,Cleaning,"(1.34, 0.18, 0.22)",2025-02-14 16:32:27,1.04,Idle,92537,Operator,Robot,Two Fish,Failed,14,77,Man-in-the-Middle Attack,Medium,1.91,Reconnect Connection,1
5,Diagnosis,"(1.43, 0.5, 1.59)",2025-02-14 16:32:27,2.19,Idle,84704,Robot,Operator,Two Fish,Encrypted,14,63,DoS Attack,Medium,2.25,Reconnect Connection,1
8,Diagnosis,"(1.57, 0.3, 0.85)",2025-02-14 16:32:27,4.61,Active,67121,Robot,Operator,Two Fish,Encrypted,12,44,No Threat,Medium,0.0,None,0
10,Incision,"(1.53, 1.5, 1.46)",2025-02-14 16:32:27,4.84,Idle,74611,Operator,Robot,Two Fish,Failed,9,17,No Threat,High,0.0,None,0
3,Navigation,"(0.2, 0.26, 1.61)",2025-02-14 16:32:27,2.82,Active,15881,Robot,Operator,Two Fish,Encrypted,13,39,Data Breach,Low,4.71,Reset Encryption,1
8,Navigation,"(1.35, 1.85, 1.99)",2025-02-14 16:32:27,2.73,Idle,92489,Robot,Operator,Two Fish,Failed,20,29,DoS Attack,Medium,4.41,Isolate Data,1
10,Cleaning,"(0.17, 0.87, 1.23)",2025-02-14 16:32:27,1.79,Active,27605,Robot,Operator,Two Fish,Failed,13,49,Data Breach,Medium,3.51,Isolate Data,1
8,Incision,"(1.88, 1.04, 1.59)",2025-02-14 16:32:27,1.63,Active,99482,Robot,Operator,Two Fish,Failed,17,95,Data Breach,Low,4.45,Reconnect Connection,1
10,Incision,"(1.11, 1.71, 1.1)",2025-02-14 16:32:27,2.34,Active,34307,Robot,Operator,Two Fish,Failed,16,14,Data Breach,High,2.35,Reconnect Connection,1
10,Diagnosis,"(0.14, 1.29, 1.0)",2025-02-14 16:32:27,1.98,Idle,88672,Operator,Robot,Two Fish,Failed,12,96,DoS Attack,Low,1.8,Isolate Data,1
8,Incision,"(1.76, 1.78, 1.45)",2025-02-14 16:32:27,4.57,Active,46442,Robot,Operator,Two Fish,Encrypted,16,54,Man-in-the-Middle Attack,High,3.48,Isolate Data,1
